Date;Open;High;Low;Last Close;Chg.%;
"08/14/2000";"1175.19";"1175.57";"1164.69";"1171.55";"-0.26%";
"08/16/2000";"1172.11";"1172.12";"1162.74";"1169.35";"-0.19%";
"08/17/2000";"1169.36";"1177.05";"1167.08";"1177.05";"+0.66%";
"08/18/2000";"1177.53";"1195.22";"1173.65";"1177.66";"+0.05%";
"08/21/2000";"1177.07";"1182.17";"1172.97";"1180.14";"+0.21%";
"08/22/2000";"1180.36";"1190.67";"1178.99";"1184.00";"+0.33%";
"08/23/2000";"1185.31";"1185.31";"1177.67";"1183.25";"-0.06%";
"08/24/2000";"1183.26";"1186.62";"1172.17";"1175.25";"-0.68%";
"08/25/2000";"1175.18";"1175.32";"1163.36";"1169.58";"-0.48%";
"08/28/2000";"1170.10";"1174.12";"1168.28";"1172.11";"+0.22%";
"08/29/2000";"1172.21";"1174.01";"1168.20";"1169.01";"-0.26%";
"08/30/2000";"1169.20";"1175.93";"1166.86";"1172.07";"+0.26%";
"08/31/2000";"1172.13";"1174.94";"1162.95";"1163.00";"-0.77%";
"09/01/2000";"1163.45";"1173.00";"1163.45";"1173.00";"+0.86%";
"09/04/2000";"1173.00";"1185.02";"1172.71";"1181.84";"+0.75%";
"09/05/2000";"1181.66";"1184.43";"1178.01";"1180.37";"-0.12%";
"09/06/2000";"1180.44";"1187.53";"1177.10";"1182.39";"+0.17%";
"09/07/2000";"1182.51";"1187.15";"1179.26";"1186.81";"+0.37%";
"09/08/2000";"1186.42";"1194.25";"1183.30";"1184.65";"-0.18%";
"09/11/2000";"1185.16";"1188.66";"1178.36";"1184.57";"-0.01%";
"09/12/2000";"1184.55";"1185.02";"1173.57";"1177.34";"-0.61%";
"09/13/2000";"1176.99";"1188.77";"1176.60";"1182.98";"+0.48%";
"09/14/2000";"1182.95";"1183.80";"1178.01";"1181.43";"-0.13%";
"09/15/2000";"1181.48";"1182.27";"1172.47";"1182.13";"+0.06%";
"09/18/2000";"1181.85";"1181.85";"1164.46";"1165.68";"-1.39%";
"09/19/2000";"1165.05";"1169.24";"1159.46";"1169.08";"+0.29%";
"09/20/2000";"1169.80";"1171.80";"1166.38";"1169.37";"+0.02%";
"09/21/2000";"1169.37";"1171.74";"1152.86";"1166.26";"-0.27%";
"09/22/2000";"1165.62";"1166.31";"1156.76";"1157.63";"-0.74%";
"09/25/2000";"1157.51";"1162.40";"1155.95";"1156.88";"-0.06%";
"09/26/2000";"1156.88";"1169.18";"1156.24";"1161.82";"+0.43%";
"09/27/2000";"1161.58";"1167.20";"1159.99";"1162.97";"+0.10%";
"09/28/2000";"1163.28";"1168.68";"1154.99";"1159.44";"-0.30%";
"09/29/2000";"1158.45";"1162.54";"1153.89";"1161.16";"+0.15%";
"10/02/2000";"1161.00";"1168.09";"1154.30";"1166.74";"+0.48%";
"10/03/2000";"1166.74";"1171.47";"1163.88";"1171.47";"+0.41%";
"10/04/2000";"1169.55";"1174.42";"1166.01";"1168.52";"-0.25%";
"10/05/2000";"1168.53";"1168.53";"1162.06";"1162.99";"-0.47%";
"10/06/2000";"1161.47";"1164.78";"1157.61";"1160.16";"-0.24%";
"10/09/2000";"1160.04";"1160.36";"1141.51";"1146.29";"-1.20%";
"10/10/2000";"1146.31";"1149.89";"1137.29";"1137.47";"-0.77%";
"10/11/2000";"1138.52";"1140.27";"1120.85";"1120.87";"-1.46%";
"10/12/2000";"1121.04";"1129.62";"1110.90";"1112.90";"-0.71%";
"10/13/2000";"1115.41";"1115.50";"1090.83";"1096.30";"-1.49%";
"10/16/2000";"1098.10";"1107.37";"1095.89";"1100.15";"+0.35%";
"10/17/2000";"1099.99";"1108.21";"1097.24";"1102.37";"+0.20%";
"10/18/2000";"1102.63";"1103.57";"1065.26";"1071.52";"-2.80%";
"10/19/2000";"1071.58";"1085.51";"1070.97";"1083.42";"+1.11%";
"10/20/2000";"1083.38";"1101.69";"1082.23";"1090.46";"+0.65%";
"10/23/2000";"1090.46";"1098.98";"1089.73";"1094.44";"+0.36%";
"10/24/2000";"1093.63";"1103.01";"1090.63";"1101.29";"+0.63%";
"10/25/2000";"1101.59";"1107.33";"1100.69";"1101.88";"+0.05%";
"10/27/2000";"1101.96";"1110.28";"1097.68";"1097.68";"-0.38%";
"10/30/2000";"1097.82";"1104.61";"1097.82";"1102.92";"+0.48%";
"10/31/2000";"1103.11";"1130.57";"1103.11";"1130.57";"+2.51%";
"11/02/2000";"1130.58";"1134.49";"1125.24";"1126.79";"-0.33%";
"11/03/2000";"1126.86";"1134.79";"1118.73";"1133.98";"+0.64%";
"11/06/2000";"1133.94";"1133.94";"1123.23";"1128.86";"-0.45%";
"11/07/2000";"1127.90";"1132.53";"1124.37";"1128.96";"+0.01%";
"11/08/2000";"1128.44";"1132.12";"1125.02";"1125.73";"-0.29%";
"11/09/2000";"1125.01";"1127.18";"1119.59";"1125.73";"0.00%";
"11/10/2000";"1125.67";"1131.27";"1112.99";"1115.87";"-0.88%";
"11/13/2000";"1115.97";"1115.97";"1102.41";"1102.53";"-1.20%";
"11/14/2000";"1103.04";"1114.23";"1103.04";"1113.20";"+0.97%";
"11/15/2000";"1113.46";"1118.05";"1109.45";"1109.45";"-0.34%";
"11/16/2000";"1109.27";"1112.54";"1107.33";"1109.90";"+0.04%";
"11/17/2000";"1109.66";"1109.84";"1095.27";"1107.46";"-0.22%";
"11/20/2000";"1107.45";"1108.83";"1092.68";"1095.34";"-1.09%";
"11/21/2000";"1095.45";"1104.88";"1091.76";"1096.12";"+0.07%";
"11/22/2000";"1093.56";"1100.26";"1090.46";"1099.61";"+0.32%";
"11/23/2000";"1093.56";"1100.26";"1090.46";"1099.61";"0.00%";
"11/24/2000";"1113.58";"1118.67";"1104.93";"1108.04";"+0.77%";
"11/27/2000";"1113.58";"1118.67";"1104.93";"1108.04";"0.00%";
"11/28/2000";"1108.33";"1110.83";"1096.03";"1096.14";"-1.07%";
"11/29/2000";"1096.28";"1102.04";"1091.31";"1099.86";"+0.34%";
"11/30/2000";"1099.86";"1100.07";"1060.31";"1065.81";"-3.10%";
"12/01/2000";"1064.21";"1079.33";"1064.21";"1075.96";"+0.95%";
"12/04/2000";"1076.04";"1077.33";"1064.38";"1065.35";"-0.99%";
"12/05/2000";"1065.49";"1081.89";"1065.39";"1081.71";"+1.54%";
"12/06/2000";"1082.73";"1086.82";"1078.20";"1081.25";"-0.04%";
"12/07/2000";"1081.82";"1085.68";"1075.41";"1084.06";"+0.26%";
"12/11/2000";"1084.06";"1093.06";"1083.46";"1092.22";"+0.75%";
"12/12/2000";"1092.62";"1094.12";"1079.50";"1080.66";"-1.06%";
"12/13/2000";"1080.91";"1087.20";"1076.27";"1083.37";"+0.25%";
"12/14/2000";"1082.86";"1085.58";"1073.79";"1074.12";"-0.85%";
"12/15/2000";"1074.47";"1074.68";"1056.37";"1067.81";"-0.59%";
"12/18/2000";"1067.76";"1075.01";"1061.92";"1066.69";"-0.10%";
"12/19/2000";"1066.69";"1071.00";"1059.63";"1070.36";"+0.34%";
"12/20/2000";"1070.16";"1070.16";"1053.32";"1055.40";"-1.40%";
"12/21/2000";"1054.91";"1055.40";"1036.01";"1048.37";"-0.67%";
"12/22/2000";"1047.73";"1058.25";"1046.85";"1058.25";"+0.94%";
"12/27/2000";"1058.44";"1067.73";"1054.68";"1067.73";"+0.90%";
"12/28/2000";"1067.06";"1075.53";"1064.63";"1073.30";"+0.52%";
"01/02/2001";"1073.41";"1074.88";"1064.93";"1069.59";"-0.35%";
"01/03/2001";"1069.59";"1069.74";"1048.54";"1052.18";"-1.63%";
"01/04/2001";"1052.70";"1071.34";"1052.70";"1063.98";"+1.12%";
"01/05/2001";"1064.42";"1082.91";"1063.13";"1082.91";"+1.78%";
"01/08/2001";"1082.92";"1084.39";"1071.55";"1078.58";"-0.40%";
"01/09/2001";"1078.81";"1080.59";"1075.42";"1077.26";"-0.12%";
"01/10/2001";"1077.04";"1083.24";"1069.87";"1082.51";"+0.49%";
"01/11/2001";"1082.51";"1087.98";"1078.36";"1080.98";"-0.14%";
"01/12/2001";"1080.98";"1095.86";"1080.98";"1093.58";"+1.17%";
"01/15/2001";"1092.82";"1101.71";"1089.93";"1101.46";"+0.72%";
"01/16/2001";"1101.46";"1102.97";"1092.55";"1097.53";"-0.36%";
"01/17/2001";"1098.37";"1103.53";"1098.23";"1101.95";"+0.40%";
"01/18/2001";"1101.95";"1101.95";"1089.70";"1093.30";"-0.78%";
"01/19/2001";"1093.49";"1103.27";"1090.47";"1097.75";"+0.41%";
"01/22/2001";"1098.10";"1100.84";"1093.25";"1098.77";"+0.09%";
"01/23/2001";"1098.59";"1099.41";"1087.08";"1093.13";"-0.51%";
"01/24/2001";"1093.49";"1093.59";"1084.31";"1087.75";"-0.49%";
"01/25/2001";"1087.64";"1088.38";"1082.57";"1086.45";"-0.12%";
"01/26/2001";"1086.25";"1090.94";"1082.60";"1090.94";"+0.41%";
"01/29/2001";"1090.82";"1090.82";"1083.82";"1090.57";"-0.03%";
"01/30/2001";"1090.48";"1097.80";"1085.37";"1097.80";"+0.66%";
"01/31/2001";"1098.11";"1104.24";"1089.74";"1104.06";"+0.57%";
"02/01/2001";"1103.74";"1140.38";"1099.45";"1140.38";"+3.29%";
"02/02/2001";"1140.19";"1140.19";"1123.26";"1128.75";"-1.02%";
"02/05/2001";"1128.63";"1138.30";"1124.28";"1137.85";"+0.81%";
"02/06/2001";"1137.83";"1143.64";"1131.27";"1136.98";"-0.08%";
"02/07/2001";"1136.98";"1157.34";"1133.39";"1156.90";"+1.75%";
"02/08/2001";"1154.72";"1172.28";"1152.71";"1164.69";"+0.67%";
"02/09/2001";"1164.61";"1164.61";"1152.72";"1154.94";"-0.84%";
"02/12/2001";"1155.03";"1162.77";"1149.38";"1162.77";"+0.68%";
"02/13/2001";"1162.81";"1170.83";"1160.24";"1167.65";"+0.42%";
"02/14/2001";"1168.08";"1168.08";"1156.24";"1158.51";"-0.78%";
"02/15/2001";"1158.78";"1172.65";"1158.52";"1171.97";"+1.16%";
"02/16/2001";"1172.21";"1186.02";"1170.57";"1182.82";"+0.93%";
"02/19/2001";"1182.78";"1192.48";"1179.85";"1191.93";"+0.77%";
"02/20/2001";"1191.96";"1212.19";"1188.52";"1209.65";"+1.49%";
"02/21/2001";"1209.56";"1210.67";"1197.71";"1204.14";"-0.46%";
"02/22/2001";"1205.13";"1209.75";"1200.31";"1204.71";"+0.05%";
"02/23/2001";"1204.71";"1204.87";"1190.54";"1197.02";"-0.64%";
"02/26/2001";"1197.03";"1199.79";"1193.86";"1196.76";"-0.02%";
"02/27/2001";"1198.16";"1214.01";"1197.69";"1210.87";"+1.18%";
"02/28/2001";"1211.11";"1211.11";"1198.33";"1198.33";"-1.04%";
"03/01/2001";"1199.33";"1199.33";"1191.16";"1196.92";"-0.12%";
"03/02/2001";"1196.65";"1196.85";"1184.35";"1192.48";"-0.37%";
"03/05/2001";"1192.54";"1194.35";"1187.43";"1194.06";"+0.13%";
"03/06/2001";"1193.34";"1203.07";"1189.61";"1198.50";"+0.37%";
"03/07/2001";"1198.43";"1219.50";"1191.91";"1219.50";"+1.75%";
"03/08/2001";"1218.66";"1218.66";"1208.49";"1214.68";"-0.40%";
"03/09/2001";"1214.27";"1214.40";"1201.25";"1206.51";"-0.67%";
"03/12/2001";"1205.65";"1210.16";"1199.76";"1207.24";"+0.06%";
"03/13/2001";"1205.53";"1205.53";"1193.71";"1203.12";"-0.34%";
"03/14/2001";"1203.31";"1203.61";"1174.03";"1186.35";"-1.39%";
"03/15/2001";"1186.35";"1186.35";"1173.09";"1178.16";"-0.69%";
"03/16/2001";"1177.85";"1178.79";"1152.77";"1156.67";"-1.82%";
"03/19/2001";"1156.86";"1159.51";"1146.06";"1155.47";"-0.10%";
"03/20/2001";"1155.73";"1159.76";"1150.51";"1159.08";"+0.31%";
"03/21/2001";"1157.44";"1157.44";"1141.81";"1150.90";"-0.71%";
"03/22/2001";"1150.87";"1150.88";"1121.91";"1124.25";"-2.32%";
"03/23/2001";"1124.18";"1142.34";"1123.77";"1138.05";"+1.23%";
"03/26/2001";"1137.58";"1149.30";"1137.30";"1149.30";"+0.99%";
"03/27/2001";"1149.75";"1164.82";"1149.75";"1164.82";"+1.35%";
"03/28/2001";"1164.66";"1175.70";"1164.66";"1169.37";"+0.39%";
"03/29/2001";"1169.02";"1172.37";"1162.95";"1172.37";"+0.26%";
"03/30/2001";"1172.36";"1186.54";"1170.29";"1186.54";"+1.21%";
"04/02/2001";"1186.69";"1186.69";"1175.70";"1175.96";"-0.89%";
"04/03/2001";"1174.78";"1179.00";"1168.30";"1170.50";"-0.46%";
"04/04/2001";"1170.50";"1175.23";"1158.01";"1175.23";"+0.40%";
"04/05/2001";"1175.72";"1200.46";"1173.82";"1197.81";"+1.92%";
"04/06/2001";"1197.81";"1199.97";"1181.83";"1181.83";"-1.33%";
"04/09/2001";"1181.29";"1193.98";"1176.15";"1193.35";"+0.97%";
"04/10/2001";"1193.62";"1201.80";"1189.71";"1201.52";"+0.68%";
"04/11/2001";"1201.11";"1201.85";"1191.08";"1192.44";"-0.76%";
"04/12/2001";"1192.54";"1192.69";"1186.01";"1191.10";"-0.11%";
"04/17/2001";"1191.12";"1197.28";"1185.29";"1195.11";"+0.34%";
"04/18/2001";"1194.77";"1208.87";"1191.88";"1208.47";"+1.12%";
"04/19/2001";"1208.60";"1208.92";"1194.73";"1201.51";"-0.58%";
"04/20/2001";"1201.37";"1208.01";"1199.34";"1204.95";"+0.29%";
"04/23/2001";"1204.95";"1205.44";"1199.12";"1202.65";"-0.19%";
"04/24/2001";"1202.94";"1210.77";"1198.53";"1208.50";"+0.49%";
"04/25/2001";"1208.50";"1208.60";"1197.42";"1199.58";"-0.74%";
"04/26/2001";"1199.33";"1210.63";"1199.17";"1210.01";"+0.87%";
"04/27/2001";"1210.29";"1219.18";"1205.73";"1217.52";"+0.62%";
"04/30/2001";"1217.61";"1220.73";"1211.59";"1219.35";"+0.15%";
"05/02/2001";"1219.24";"1228.20";"1218.31";"1218.61";"-0.06%";
"05/03/2001";"1218.98";"1218.98";"1199.47";"1202.62";"-1.31%";
"05/04/2001";"1202.36";"1203.54";"1186.44";"1189.87";"-1.06%";
"05/07/2001";"1189.55";"1194.13";"1186.70";"1192.39";"+0.21%";
"05/08/2001";"1192.14";"1194.42";"1184.52";"1193.08";"+0.06%";
"05/09/2001";"1193.25";"1198.53";"1188.13";"1195.68";"+0.22%";
"05/10/2001";"1195.66";"1214.86";"1195.33";"1211.98";"+1.36%";
"05/11/2001";"1211.80";"1219.11";"1204.32";"1213.02";"+0.09%";
"05/14/2001";"1213.86";"1215.03";"1204.74";"1205.90";"-0.59%";
"05/15/2001";"1205.54";"1207.88";"1193.70";"1193.70";"-1.01%";
"05/16/2001";"1193.75";"1200.33";"1191.02";"1197.09";"+0.28%";
"05/17/2001";"1196.53";"1221.34";"1196.53";"1219.04";"+1.83%";
"05/18/2001";"1218.77";"1229.54";"1217.84";"1222.11";"+0.25%";
"05/21/2001";"1222.10";"1225.90";"1204.45";"1210.98";"-0.91%";
"05/22/2001";"1211.00";"1220.14";"1206.63";"1209.04";"-0.16%";
"05/23/2001";"1209.22";"1210.10";"1193.62";"1197.61";"-0.95%";
"05/25/2001";"1197.61";"1199.84";"1184.11";"1188.32";"-0.78%";
"05/28/2001";"1188.68";"1193.79";"1185.91";"1187.33";"-0.08%";
"05/29/2001";"1187.09";"1199.64";"1177.94";"1178.30";"-0.76%";
